,0,1,2,3,4,5,6,7,8
292,MRO,Marathon Oil,Energy,Oil & Gas Exploration & Production,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.021, 'neu': 0.707, 'pos': 0.272, 'compound': 1.0}",1
293,MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.029, 'neu': 0.762, 'pos': 0.209, 'compound': 1.0}",1
294,MKTX,MarketAxess,Financials,Financial Exchanges & Data,QQ1,2024,2024-05-07 00:00:00,"{'neg': 0.031, 'neu': 0.732, 'pos': 0.237, 'compound': 1.0}",1
295,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.027, 'neu': 0.728, 'pos': 0.245, 'compound': 1.0}",1
296,MMC,Marsh McLennan,Financials,Insurance Brokers,QQ1,2024,2024-04-18 11:50:23,"{'neg': 0.041, 'neu': 0.674, 'pos': 0.285, 'compound': 1.0}",1
297,MLM,Martin Marietta Materials,Materials,Construction Materials,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.023, 'neu': 0.762, 'pos': 0.215, 'compound': 1.0}",1
298,MAS,Masco,Industrials,Building Products,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.032, 'neu': 0.76, 'pos': 0.207, 'compound': 1.0}",1
299,MA,Mastercard,Financials,Transaction & Payment Processing Services,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.024, 'neu': 0.706, 'pos': 0.27, 'compound': 1.0}",1
300,MTCH,Match Group,Communication Services,Interactive Media & Services,QQ1,2024,2024-05-08 00:00:00,"{'neg': 0.028, 'neu': 0.727, 'pos': 0.245, 'compound': 1.0}",1
301,MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,QQ1,2024,2024-03-26 13:30:09,"{'neg': 0.022, 'neu': 0.702, 'pos': 0.276, 'compound': 1.0}",1
302,MCD,McDonald's,Consumer Discretionary,Restaurants,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.017, 'neu': 0.697, 'pos': 0.286, 'compound': 1.0}",1
303,MCK,McKesson Corporation,Health Care,Health Care Distributors,QQ1,2024,2023-08-02 21:17:09,"{'neg': 0.024, 'neu': 0.685, 'pos': 0.291, 'compound': 1.0}",1
304,MDT,Medtronic,Health Care,Health Care Equipment,QQ1,2024,2023-08-22 12:40:22,"{'neg': 0.024, 'neu': 0.716, 'pos': 0.26, 'compound': 1.0}",1
305,MRK,Merck & Co.,Health Care,Pharmaceuticals,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.059, 'neu': 0.716, 'pos': 0.226, 'compound': 1.0}",1
306,META,Meta Platforms,Communication Services,Interactive Media & Services,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.011, 'neu': 0.744, 'pos': 0.245, 'compound': 1.0}",1
307,MET,MetLife,Financials,Life & Health Insurance,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.028, 'neu': 0.735, 'pos': 0.237, 'compound': 1.0}",1
308,MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,QQ1,2024,2024-05-10 00:00:00,"{'neg': 0.035, 'neu': 0.679, 'pos': 0.287, 'compound': 1.0}",1
309,MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.017, 'neu': 0.76, 'pos': 0.223, 'compound': 1.0}",1
310,MCHP,Microchip Technology,Information Technology,Semiconductors,QQ1,2024,2023-08-03 20:19:05,"{'neg': 0.057, 'neu': 0.759, 'pos': 0.185, 'compound': 1.0}",1
311,MU,Micron Technology,Information Technology,Semiconductors,QQ1,2024,2023-12-20 19:36:11,"{'neg': 0.039, 'neu': 0.722, 'pos': 0.239, 'compound': 1.0}",1
312,MSFT,Microsoft,Information Technology,Systems Software,QQ1,2024,2023-10-24 22:14:03,"{'neg': 0.028, 'neu': 0.738, 'pos': 0.234, 'compound': 1.0}",1
313,MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.035, 'neu': 0.769, 'pos': 0.196, 'compound': 1.0}",1
314,MRNA,Moderna,Health Care,Biotechnology,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.039, 'neu': 0.764, 'pos': 0.197, 'compound': 1.0}",1
315,MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,QQ1,2024,2024-04-26 00:00:00,"{'neg': 0.048, 'neu': 0.745, 'pos': 0.207, 'compound': 1.0}",1
316,MOH,Molina Healthcare,Health Care,Managed Health Care,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.03, 'neu': 0.767, 'pos': 0.203, 'compound': 1.0}",1
317,TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.026, 'neu': 0.757, 'pos': 0.217, 'compound': 1.0}",1
318,MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.036, 'neu': 0.691, 'pos': 0.273, 'compound': 1.0}",1
319,MPWR,Monolithic Power Systems,Information Technology,Semiconductors,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.027, 'neu': 0.746, 'pos': 0.227, 'compound': 1.0}",1
320,MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.026, 'neu': 0.755, 'pos': 0.218, 'compound': 1.0}",1
321,MCO,Moody's Corporation,Financials,Financial Exchanges & Data,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.046, 'neu': 0.73, 'pos': 0.224, 'compound': 1.0}",1
322,MS,Morgan Stanley,Financials,Investment Banking & Brokerage,QQ1,2024,2024-04-16 12:37:09,"{'neg': 0.014, 'neu': 0.719, 'pos': 0.267, 'compound': 1.0}",1
323,MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.036, 'neu': 0.749, 'pos': 0.215, 'compound': 1.0}",1
324,MSI,Motorola Solutions,Information Technology,Communications Equipment,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.028, 'neu': 0.763, 'pos': 0.208, 'compound': 1.0}",1
325,MSCI,MSCI,Financials,Financial Exchanges & Data,QQ1,2024,2024-04-23 13:56:09,"{'neg': 0.032, 'neu': 0.714, 'pos': 0.254, 'compound': 1.0}",1
326,NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.021, 'neu': 0.718, 'pos': 0.261, 'compound': 1.0}",1
327,NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,2023-08-23 20:54:10,"{'neg': 0.026, 'neu': 0.719, 'pos': 0.255, 'compound': 1.0}",1
328,NFLX,Netflix,Communication Services,Movies & Entertainment,QQ1,2024,2024-04-18 19:39:09,"{'neg': 0.024, 'neu': 0.672, 'pos': 0.305, 'compound': 1.0}",1
329,NEM,Newmont,Materials,Gold,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.036, 'neu': 0.755, 'pos': 0.209, 'compound': 1.0}",1
330,NWSA,News Corp (Class A),Communication Services,Publishing,QQ1,2024,2023-11-09 22:56:04,"{'neg': 0.028, 'neu': 0.724, 'pos': 0.248, 'compound': 1.0}",1
331,NEE,NextEra Energy,Utilities,Multi-Utilities,QQ1,2024,2024-04-23 12:18:11,"{'neg': 0.027, 'neu': 0.726, 'pos': 0.247, 'compound': 1.0}",1
332,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",QQ1,2024,2023-09-28 21:13:10,"{'neg': 0.022, 'neu': 0.706, 'pos': 0.272, 'compound': 1.0}",1
333,NI,NiSource,Utilities,Multi-Utilities,QQ1,2024,2024-05-08 00:00:00,"{'neg': 0.027, 'neu': 0.762, 'pos': 0.211, 'compound': 1.0}",1
334,NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2024-02-22 14:05:24,"{'neg': 0.029, 'neu': 0.741, 'pos': 0.229, 'compound': 1.0}",1
335,NSC,Norfolk Southern Railway,Industrials,Rail Transportation,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.036, 'neu': 0.731, 'pos': 0.233, 'compound': 1.0}",1
336,NTRS,Northern Trust,Financials,Asset Management & Custody Banks,QQ1,2024,2024-04-16 12:22:14,"{'neg': 0.024, 'neu': 0.724, 'pos': 0.253, 'compound': 1.0}",1
337,NOC,Northrop Grumman,Industrials,Aerospace & Defense,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.034, 'neu': 0.727, 'pos': 0.239, 'compound': 1.0}",1
338,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.026, 'neu': 0.734, 'pos': 0.24, 'compound': 1.0}",1
339,NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,QQ1,2024,2024-05-07 00:00:00,"{'neg': 0.03, 'neu': 0.73, 'pos': 0.24, 'compound': 1.0}",1
340,NUE,Nucor,Materials,Steel,QQ1,2024,2024-04-23 13:44:08,"{'neg': 0.029, 'neu': 0.78, 'pos': 0.191, 'compound': 1.0}",1
341,NVDA,Nvidia,Information Technology,Semiconductors,QQ1,2024,2023-05-24 22:33:03,"{'neg': 0.022, 'neu': 0.795, 'pos': 0.183, 'compound': 1.0}",1
342,NXPI,NXP Semiconductors,Information Technology,Semiconductors,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.04, 'neu': 0.782, 'pos': 0.178, 'compound': 1.0}",1
343,ORLY,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.035, 'neu': 0.737, 'pos': 0.228, 'compound': 1.0}",1
344,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,QQ1,2024,2024-05-08 00:00:00,"{'neg': 0.029, 'neu': 0.731, 'pos': 0.241, 'compound': 1.0}",1
345,ODFL,Old Dominion,Industrials,Cargo Ground Transportation,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.02, 'neu': 0.722, 'pos': 0.258, 'compound': 1.0}",1
346,OMC,Omnicom Group,Communication Services,Advertising,QQ1,2024,2024-04-16 20:21:10,"{'neg': 0.019, 'neu': 0.757, 'pos': 0.224, 'compound': 1.0}",1
347,ON,ON Semiconductor,Information Technology,Semiconductors,QQ1,2024,2024-04-29 00:00:00,"{'neg': 0.036, 'neu': 0.769, 'pos': 0.195, 'compound': 1.0}",1
348,OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.029, 'neu': 0.763, 'pos': 0.208, 'compound': 1.0}",1
349,ORCL,Oracle Corporation,Information Technology,Application Software,QQ1,2024,2023-09-11 19:48:09,"{'neg': 0.032, 'neu': 0.763, 'pos': 0.205, 'compound': 0.9999}",1
350,OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.027, 'neu': 0.764, 'pos': 0.209, 'compound': 1.0}",1
351,PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.017, 'neu': 0.714, 'pos': 0.269, 'compound': 1.0}",1
352,PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,QQ1,2024,2024-04-23 18:33:09,"{'neg': 0.026, 'neu': 0.772, 'pos': 0.201, 'compound': 1.0}",1
353,PANW,Palo Alto Networks,Information Technology,Systems Software,QQ1,2024,2023-11-15 21:27:04,"{'neg': 0.039, 'neu': 0.741, 'pos': 0.221, 'compound': 1.0}",1
354,PARA,Paramount Global,Communication Services,Movies & Entertainment,QQ1,2024,2024-04-29 00:00:00,"{'neg': 0.017, 'neu': 0.681, 'pos': 0.302, 'compound': 0.9998}",1
355,PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2023-11-02 15:56:03,"{'neg': 0.027, 'neu': 0.724, 'pos': 0.248, 'compound': 1.0}",1
356,PAYX,Paychex,Industrials,Human Resource & Employment Services,QQ1,2024,2023-09-27 14:25:23,"{'neg': 0.022, 'neu': 0.719, 'pos': 0.258, 'compound': 1.0}",1
357,PAYC,Paycom,Industrials,Human Resource & Employment Services,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.02, 'neu': 0.774, 'pos': 0.206, 'compound': 1.0}",1
358,PYPL,PayPal,Financials,Transaction & Payment Processing Services,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.031, 'neu': 0.702, 'pos': 0.266, 'compound': 1.0}",1
359,PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2024-04-23 15:05:29,"{'neg': 0.023, 'neu': 0.73, 'pos': 0.247, 'compound': 1.0}",1
360,PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,QQ1,2024,2024-04-23 09:11:08,"{'neg': 0.017, 'neu': 0.692, 'pos': 0.29, 'compound': 1.0}",1
361,PFE,Pfizer,Health Care,Pharmaceuticals,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.04, 'neu': 0.721, 'pos': 0.239, 'compound': 1.0}",1
362,PCG,PG&E Corporation,Utilities,Multi-Utilities,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.039, 'neu': 0.714, 'pos': 0.247, 'compound': 1.0}",1
363,PM,Philip Morris International,Consumer Staples,Tobacco,QQ1,2024,2024-04-23 13:51:02,"{'neg': 0.027, 'neu': 0.712, 'pos': 0.26, 'compound': 1.0}",1
364,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,QQ1,2024,2024-04-26 00:00:00,"{'neg': 0.03, 'neu': 0.752, 'pos': 0.217, 'compound': 1.0}",1
365,PNW,Pinnacle West,Utilities,Multi-Utilities,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.035, 'neu': 0.744, 'pos': 0.221, 'compound': 1.0}",1
366,PNC,PNC Financial Services,Financials,Regional Banks,QQ1,2024,2024-04-16 13:28:08,"{'neg': 0.06, 'neu': 0.721, 'pos': 0.219, 'compound': 1.0}",1
367,POOL,Pool Corporation,Consumer Discretionary,Distributors,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.039, 'neu': 0.755, 'pos': 0.206, 'compound': 1.0}",1
368,PPG,PPG Industries,Materials,Specialty Chemicals,QQ1,2024,2024-04-19 12:16:03,"{'neg': 0.029, 'neu': 0.724, 'pos': 0.248, 'compound': 1.0}",1
369,PPL,PPL Corporation,Utilities,Electric Utilities,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.021, 'neu': 0.745, 'pos': 0.234, 'compound': 1.0}",1
370,PFG,Principal Financial Group,Financials,Life & Health Insurance,QQ1,2024,2024-04-26 00:00:00,"{'neg': 0.022, 'neu': 0.712, 'pos': 0.266, 'compound': 1.0}",1
371,PG,Procter & Gamble,Consumer Staples,Personal Care Products,QQ1,2024,2023-10-18 11:27:06,"{'neg': 0.025, 'neu': 0.66, 'pos': 0.315, 'compound': 1.0}",1
372,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,QQ1,2024,2024-05-07 00:00:00,"{'neg': 0.031, 'neu': 0.755, 'pos': 0.213, 'compound': 1.0}",1
373,PLD,Prologis,Real Estate,Industrial REITs,QQ1,2024,2024-04-17 15:27:08,"{'neg': 0.041, 'neu': 0.766, 'pos': 0.192, 'compound': 1.0}",1
374,PRU,Prudential Financial,Financials,Life & Health Insurance,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.026, 'neu': 0.727, 'pos': 0.247, 'compound': 1.0}",1
375,PEG,Public Service Enterprise Group,Utilities,Electric Utilities,QQ1,2024,2024-04-30 15:48:10,"{'neg': 0.018, 'neu': 0.771, 'pos': 0.211, 'compound': 1.0}",1
376,PTC,PTC,Information Technology,Application Software,QQ1,2024,2024-01-31 20:47:11,"{'neg': 0.022, 'neu': 0.708, 'pos': 0.27, 'compound': 1.0}",1
377,PSA,Public Storage,Real Estate,Self-Storage REITs,QQ1,2024,2024-05-01 00:00:00,"{'neg': 0.03, 'neu': 0.756, 'pos': 0.214, 'compound': 1.0}",1
378,PHM,PulteGroup,Consumer Discretionary,Homebuilding,QQ1,2024,2024-04-23 11:47:09,"{'neg': 0.035, 'neu': 0.727, 'pos': 0.239, 'compound': 1.0}",1
379,QRVO,Qorvo,Information Technology,Semiconductors,QQ1,2024,2023-08-02 20:15:09,"{'neg': 0.034, 'neu': 0.735, 'pos': 0.231, 'compound': 1.0}",1
380,PWR,Quanta Services,Industrials,Construction & Engineering,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.026, 'neu': 0.749, 'pos': 0.225, 'compound': 1.0}",1
381,QCOM,Qualcomm,Information Technology,Semiconductors,QQ1,2024,2024-01-31 19:29:08,"{'neg': 0.015, 'neu': 0.751, 'pos': 0.234, 'compound': 1.0}",1
382,DGX,Quest Diagnostics,Health Care,Health Care Services,QQ1,2024,2024-04-23 12:31:02,"{'neg': 0.023, 'neu': 0.73, 'pos': 0.247, 'compound': 1.0}",1
383,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",QQ1,2024,2023-08-10 13:15:27,"{'neg': 0.027, 'neu': 0.747, 'pos': 0.226, 'compound': 1.0}",1
384,RJF,Raymond James,Financials,Investment Banking & Brokerage,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.026, 'neu': 0.732, 'pos': 0.242, 'compound': 1.0}",1
385,RTX,RTX Corporation,Industrials,Aerospace & Defense,QQ1,2024,2024-04-23 12:30:09,"{'neg': 0.029, 'neu': 0.719, 'pos': 0.252, 'compound': 1.0}",1
386,O,Realty Income,Real Estate,Retail REITs,QQ1,2024,2024-05-07 16:38:10,"{'neg': 0.028, 'neu': 0.74, 'pos': 0.232, 'compound': 1.0}",1
387,REG,Regency Centers,Real Estate,Retail REITs,QQ1,2024,2024-05-03 00:00:00,"{'neg': 0.021, 'neu': 0.74, 'pos': 0.239, 'compound': 1.0}",1
388,REGN,Regeneron,Health Care,Biotechnology,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.054, 'neu': 0.768, 'pos': 0.178, 'compound': 1.0}",1
389,RF,Regions Financial Corporation,Financials,Regional Banks,QQ1,2024,2024-04-19 13:18:07,"{'neg': 0.049, 'neu': 0.723, 'pos': 0.228, 'compound': 1.0}",1
390,RSG,Republic Services,Industrials,Environmental & Facilities Services,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.025, 'neu': 0.739, 'pos': 0.236, 'compound': 1.0}",1
391,RMD,ResMed,Health Care,Health Care Equipment,QQ1,2024,2023-10-26 21:52:09,"{'neg': 0.03, 'neu': 0.724, 'pos': 0.246, 'compound': 1.0}",1
392,RVTY,Revvity,Health Care,Health Care Equipment,QQ1,2024,2024-04-29 00:00:00,"{'neg': 0.031, 'neu': 0.769, 'pos': 0.199, 'compound': 1.0}",1
393,RHI,Robert Half,Industrials,Human Resource & Employment Services,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.032, 'neu': 0.752, 'pos': 0.216, 'compound': 1.0}",1
394,ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,QQ1,2024,2024-01-31 12:47:07,"{'neg': 0.024, 'neu': 0.769, 'pos': 0.206, 'compound': 1.0}",1
395,ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.03, 'neu': 0.695, 'pos': 0.275, 'compound': 1.0}",1
396,ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,QQ1,2024,2024-04-26 00:00:00,"{'neg': 0.026, 'neu': 0.736, 'pos': 0.238, 'compound': 1.0}",1
397,ROST,Ross Stores,Consumer Discretionary,Apparel Retail,QQ1,2024,2023-05-18 00:00:00,"{'neg': 0.029, 'neu': 0.779, 'pos': 0.192, 'compound': 1.0}",1
398,RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.025, 'neu': 0.714, 'pos': 0.261, 'compound': 1.0}",1
399,SPGI,S&P Global,Financials,Financial Exchanges & Data,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.019, 'neu': 0.731, 'pos': 0.249, 'compound': 1.0}",1
400,CRM,Salesforce,Information Technology,Application Software,QQ1,2024,2023-05-31 21:02:09,"{'neg': 0.019, 'neu': 0.737, 'pos': 0.244, 'compound': 1.0}",1
401,SBAC,SBA Communications,Real Estate,Telecom Tower REITs,QQ1,2024,2024-04-29 00:00:00,"{'neg': 0.045, 'neu': 0.754, 'pos': 0.201, 'compound': 1.0}",1
402,SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,QQ1,2024,2024-04-19 14:29:10,"{'neg': 0.03, 'neu': 0.713, 'pos': 0.258, 'compound': 1.0}",1
403,STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,2023-10-26 12:46:09,"{'neg': 0.048, 'neu': 0.725, 'pos': 0.227, 'compound': 1.0}",1
404,SRE,Sempra Energy,Utilities,Multi-Utilities,QQ1,2024,2024-05-07 00:00:00,"{'neg': 0.019, 'neu': 0.728, 'pos': 0.253, 'compound': 1.0}",1
405,NOW,ServiceNow,Information Technology,Systems Software,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.016, 'neu': 0.755, 'pos': 0.229, 'compound': 1.0}",1
406,SHW,Sherwin-Williams,Materials,Specialty Chemicals,QQ1,2024,2024-04-23 14:51:02,"{'neg': 0.034, 'neu': 0.739, 'pos': 0.227, 'compound': 1.0}",1
407,SPG,Simon Property Group,Real Estate,Retail REITs,QQ1,2024,2024-05-06 00:00:00,"{'neg': 0.027, 'neu': 0.759, 'pos': 0.214, 'compound': 1.0}",1
408,SWKS,Skyworks Solutions,Information Technology,Semiconductors,QQ1,2024,2024-01-30 18:55:03,"{'neg': 0.04, 'neu': 0.734, 'pos': 0.227, 'compound': 1.0}",1
409,SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,QQ1,2024,2023-08-29 11:39:08,"{'neg': 0.032, 'neu': 0.729, 'pos': 0.239, 'compound': 0.9999}",1
410,SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2024-04-18 13:24:10,"{'neg': 0.059, 'neu': 0.723, 'pos': 0.218, 'compound': 1.0}",1
411,SO,Southern Company,Utilities,Electric Utilities,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.028, 'neu': 0.745, 'pos': 0.227, 'compound': 1.0}",1
412,LUV,Southwest Airlines,Industrials,Passenger Airlines,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.044, 'neu': 0.746, 'pos': 0.21, 'compound': 1.0}",1
413,SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.034, 'neu': 0.729, 'pos': 0.237, 'compound': 1.0}",1
414,SBUX,Starbucks,Consumer Discretionary,Restaurants,QQ1,2024,2024-01-30 21:50:19,"{'neg': 0.022, 'neu': 0.711, 'pos': 0.268, 'compound': 1.0}",1
415,STT,State Street Corporation,Financials,Asset Management & Custody Banks,QQ1,2024,2024-04-12 13:50:25,"{'neg': 0.017, 'neu': 0.751, 'pos': 0.232, 'compound': 1.0}",1
416,STLD,Steel Dynamics,Materials,Steel,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.025, 'neu': 0.733, 'pos': 0.242, 'compound': 1.0}",1
417,STE,Steris,Health Care,Health Care Equipment,QQ1,2024,2023-08-02 13:44:06,"{'neg': 0.031, 'neu': 0.747, 'pos': 0.223, 'compound': 0.9999}",1
418,SYK,Stryker Corporation,Health Care,Health Care Equipment,QQ1,2024,2024-04-30 00:00:00,"{'neg': 0.035, 'neu': 0.716, 'pos': 0.249, 'compound': 1.0}",1
419,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,2023-11-01 20:27:02,"{'neg': 0.029, 'neu': 0.742, 'pos': 0.229, 'compound': 1.0}",1
420,SYF,Synchrony Financial,Financials,Consumer Finance,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.031, 'neu': 0.763, 'pos': 0.206, 'compound': 1.0}",1
421,SNPS,Synopsys,Information Technology,Application Software,QQ1,2024,2024-02-21 20:27:13,"{'neg': 0.011, 'neu': 0.763, 'pos': 0.225, 'compound': 1.0}",1
422,SYY,Sysco,Consumer Staples,Food Distributors,QQ1,2024,2023-10-31 14:44:03,"{'neg': 0.018, 'neu': 0.678, 'pos': 0.304, 'compound': 1.0}",1
423,TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.021, 'neu': 0.726, 'pos': 0.253, 'compound': 1.0}",1
424,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,QQ1,2024,2024-04-26 00:00:00,"{'neg': 0.026, 'neu': 0.738, 'pos': 0.237, 'compound': 1.0}",1
425,TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,QQ1,2024,2023-08-08 19:31:10,"{'neg': 0.033, 'neu': 0.712, 'pos': 0.256, 'compound': 1.0}",1
426,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",QQ1,2024,2023-11-09 13:20:15,"{'neg': 0.031, 'neu': 0.7, 'pos': 0.268, 'compound': 1.0}",1
427,TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.019, 'neu': 0.765, 'pos': 0.216, 'compound': 1.0}",1
428,TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,QQ1,2024,2023-05-17 00:00:00,"{'neg': 0.042, 'neu': 0.723, 'pos': 0.235, 'compound': 1.0}",1
429,TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,QQ1,2024,2024-01-24 15:24:04,"{'neg': 0.018, 'neu': 0.752, 'pos': 0.23, 'compound': 1.0}",1
430,TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.039, 'neu': 0.761, 'pos': 0.2, 'compound': 0.9999}",1
431,TFX,Teleflex,Health Care,Health Care Equipment,QQ1,2024,2024-05-02 00:00:00,"{'neg': 0.031, 'neu': 0.751, 'pos': 0.218, 'compound': 1.0}",1
432,TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.032, 'neu': 0.775, 'pos': 0.193, 'compound': 1.0}",1
433,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,QQ1,2024,2024-04-23 22:30:10,"{'neg': 0.034, 'neu': 0.711, 'pos': 0.255, 'compound': 1.0}",1
434,TXN,Texas Instruments,Information Technology,Semiconductors,QQ1,2024,2024-04-23 18:48:07,"{'neg': 0.022, 'neu': 0.742, 'pos': 0.236, 'compound': 1.0}",1
435,TXT,Textron,Industrials,Aerospace & Defense,QQ1,2024,2024-04-25 00:00:00,"{'neg': 0.028, 'neu': 0.756, 'pos': 0.216, 'compound': 1.0}",1
436,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,QQ1,2024,2024-04-24 00:00:00,"{'neg': 0.02, 'neu': 0.711, 'pos': 0.269, 'compound': 1.0}",1
437,TJX,TJX Companies,Consumer Discretionary,Apparel Retail,QQ1,2024,2023-05-17 15:22:04,"{'neg': 0.022, 'neu': 0.671, 'pos': 0.307, 'compound': 1.0}",1
